stem,source_sha256,field,was,should_be,read,why,status,decided_by,decided_on
Holliston2021,16fffafdfa6fe7d5143ab53601b612b4e7508fadacd307f683928d686626c2b3,elections[7].candidates[1].name_original,Barbara D. Peatle,Barbara D. Peatie,"Rendered from the PDF and read off the page: ""Barbara D. Peatie   140   140   168   106   554""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Holliston2026,09730aaa46e30f621c9c3ce080f4df42de56eac89b72f512e42aefb2371f587a,elections[7].candidates[0].name_original,Barbara D. Peatle,Barbara D. Peatie,"Rendered from the PDF and read off the page: ""PLANNING BOARD  5 Year  VT 1 / Barbara D. Peatie   206   231   184   227   848""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Lowell2021,f32b2474809826f8a25c22664d8d75fd1db220854c132beef30d4720c80dfa63,elections[7].candidates[1].name_original,Paul Rathayem,PAUL RATHA YEM,"Rendered from the PDF and read off the page: ""PAUL RATHA YEM   454   53.92%""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Maynard2021,777f42a98564cdd4c3b179978fcd8cd183afac73eb40cc66cf55ea24d81257e6,elections[1].candidates[0].name_original,Armand Diarbekiarian,Armand Diarbekirian,"Rendered from the PDF and read off the page: ""Armand Diarbekirian   110   111   122   83   426""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Medway2021,821a3b4544df3da60eac5771638b0818d9a293d6780b3db11ef3f840c84faf67,elections[7].candidates[0].name_original,Cynthia Sullivan,Cythnia Sullivan,"Rendered from the PDF and read off the page: ""Cythnia Sullivan   269   263   280   327   11""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Medway2023,91818921ef7adbf10ad66b212a5ba3db1d9c39d283cd12c2e6bc98bee2a30c0a,elections[1].candidates[1].name_original,Cristina Areti St-Pierre,Crisitina Areti St-Pierre,"Rendered from the PDF and read off the page: ""Crisitina Areti St-Pierre   48   67   65   53   233""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Millbury2024,2110c736d1fa1ba17fdf49783f5e3a78493934c1e68b939e70649e00f38e41fd,elections[4].candidates[13].name_original,Marissa Vaillancourt,Marissa Vaillancort,"Rendered from the PDF and read off the page: ""Marissa Vaillancort   1   1""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Millbury2024,2110c736d1fa1ba17fdf49783f5e3a78493934c1e68b939e70649e00f38e41fd,elections[4].candidates[14].name_original,Catherine Vaillancourt,Catherine Vaillancort,"Rendered from the PDF and read off the page: ""Catherine Vaillancort   1   1""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Plympton2024,416bdcc7141de2969e9a6ddda16d2120602b3493acf26e52de53027d0399e352,elections[6].candidates[3].name_original,Wendy Puljanowkski,Wendy Puljanowksi,"Rendered from the PDF and read off the page: ""Wendy Puljanowksi   16""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Reading2024,92183c99ccc7f95cb32826ca7fc2ba638710fa29163d40cbec22c5101ed9e652,elections[7].candidates[2].name_original,Christine Lorraine Ford,Christine Lorranine Ford,"Rendered from the PDF and read off the page: ""Christine Lorranine Ford *   464""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Reading2025,90e8ed97b7512bea106b371d359b0862a23d5fa0a897b302d8c2a1ce8888758d,elections[3].candidates[2].name_original,Gaetano Manganiello,Geatano Manganiello,"Rendered from the PDF and read off the page: ""Geatano Manganiello   -   1   -   -   -   -   -""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Royalston2024,68aa1c3af22106af0ad4cce9c5215ff10e0a01b2514cdd5517483a8d17b24aac,elections[9].candidates[0].name_original,Andrew West,Andew West,"Rendered from the PDF and read off the page: ""MODERATOR  3 years / Andew West   232""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Somerset2025,f600f8c35a22b01397f3959bbd7988a2af9e488e875d1dd97ba2c221ec0db155,elections[11].candidates[0].name_original,Christopher Migneault,Christoper Migneault,"Rendered from the PDF and read off the page: ""Christoper Migneault   398   376   380   269   306""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Tewksbury2025,25abbf1b8d5af70d4e54b846143cf8cdaf0481aceb474c98e45b9b5e00f6868d,elections[3].candidates[1].name_original,Jonah J. McCrary,JONAH J. MCCREARY,"Rendered from the PDF and read off the page: ""JONAH J. MCCREARY  152 160 169 136 204 179 223 200  1423""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Wayland2024,15210e6c83fc38cffba2419ad6d31eb8926205bcd03b45f3cd83c57b5e233803,elections[1].candidates[0].name_original,Robert DeFramcesco,ROBERT DEFRANCESCO,"Rendered from the PDF and read off the page: ""BOARD OF HEALTH (2) / ROBERT DEFRANCESCO   867   300   206   167   194""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Wellesley2026,61a7c16cdf26bc673b57d5b223d4b8dba4b830d3643629b179b8e27cf08525ce,elections[15].candidates[1].name_original,Kelly McCould Norris,KELLY MCCOULF NORRIS,"Rendered from the PDF and read off the page: ""KELLY MCCOULF NORRIS   287""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
Wenham2022,b9a5ea04b51ddc0048035f0dd3aba631f54c711171d59bb9be2539b1a6fb92b1,elections[1].candidates[0].name_original,Ernest C Ashley,ERNEST C ASHELY,"Rendered from the PDF and read off the page: ""WATER COMMISIONER / ERNEST C ASHELY   661""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
WestNewbury2023,4392f8ac663a9c6b8cd907a577071625fac803b3a6c2366c19b1e461b9bbb572,elections[2].candidates[0].name_original,Christine M. Reading,Chrstine M. Reading,"Rendered from the PDF and read off the page: ""School Committee / Chrstine M. Reading   302""","name_original is the transcription and grounding matches against it, so it has to carry the document's spelling, misprint and all; the canonical form is derived by a later pass that never sees the document. The record holds a tidied spelling, so the name grounds nowhere and layer 1 reports the record as unread. The page was rendered from the PDF and the printed line read off the rendered glyphs -- not off the text layer, which is the thing in dispute. Nothing else in these records changed.",proposed,civicatlas-qa (unattended run),2026-09-06
